id,zanr
2476,22
2476,35
2476,23
1840,1
1840,2
1840,4
1840,10
1840,22
1840,9
1840,35
1840,23
1889,7
1889,37
1889,41
1889,40
2605,4
2605,20
2605,23
2605,27
1726,1
1726,10
1726,6
2246,10
2246,14
2246,7
2246,37
2246,6
2246,13
2246,40
2246,42
2404,1
2404,14
2404,37
2404,27
2216,1
2216,8
2216,13
2216,17
2216,40
2216,21
2216,42
2602,4
2602,30
2602,9
2602,23
2602,27
2683,1
2683,8
2683,10
2683,14
2683,7
2683,17
2683,23
2608,1
2608,30
2608,3
2608,42
2166,4
2166,36
2367,4
2367,9
2367,23
2604,24
2604,18
2604,38
1688,22
1688,23
2564,4
2564,22
2564,24
2564,36
2564,23
2603,1
2603,10
2603,24
2744,4
2744,23
2744,42
2684,1
2684,24
2684,30
2684,27
2552,4
2552,36
2552,42
38568,4
38568,18
41117,8
41117,3
41117,13
41117,20
2167,4
2167,8
2167,22
2167,36
2167,37
2167,23
3002,41
3002,11
3002,40
3002,42
2787,1
2787,8
2787,10
2787,22
2787,37
2787,23
2924,8
2924,7
2924,22
2581,1
2581,8
2581,24
2581,18
2581,38
2581,29
2923,4
2923,23
2923,25
2926,8
2926,22
2926,23
2963,4
2963,36
2963,23
2596,7
2596,24
2596,37
2596,40
2403,4
2403,8
2403,9
2403,23
2494,4
2494,10
2494,9
2494,35
2927,8
2927,22
2927,23
2986,4
2986,30
2986,23
2986,42
2508,4
2508,36
2508,20
2795,1
2795,8
2795,10
2795,22
2795,24
2795,18
3001,4
3001,47
3001,37
3001,23
3001,42
2985,4
2985,7
2985,37
2985,6
2985,27
2369,10
2369,7
2369,37
2970,2
2970,10
2970,27
2595,8
2595,22
2595,9
2595,23
2562,8
2562,7
2562,41
2562,11
2964,8
2964,26
2964,24
2942,4
2942,36
2772,1
2772,10
2772,27
1807,1
1807,4
1807,8
1807,10
2931,7
2931,36
2931,37
2965,7
2965,24
3000,1
3000,4
3000,39
3000,27
3493,2
3738,2
3738,4
2929,2
2929,8
2929,24
2929,29
3164,4
3164,36
3164,23
8191,4
8191,24
3243,4
3243,42
2930,4
40273,13
2966,2
2966,10
2966,22
2966,13
2993,4
2993,10
2993,22
2993,9
2993,35
2993,23
2993,32
2993,27
2129,8
2129,22
2129,23
3342,1
3342,26
3342,14
3342,24
3342,37
3228,4
3228,20
3228,23
3228,27
3297,10
3297,24
3297,36
3297,27
3229,4
3229,22
3229,9
3229,35
3229,20
3299,22
3299,35
3299,23
3420,8
3420,10
3420,37
3420,41
3420,40
3366,1
3366,24
3366,31
3225,4
3225,36
3225,23
3226,4
3226,8
3226,30
3226,27
3231,1
3231,8
3231,24
3231,38
3298,2
3298,4
3298,8
3298,10
3298,22
3298,43
3166,1
3166,10
3166,14
3166,24
3389,1
3710,14
3710,37
3692,1
3692,10
3692,23
3692,25
3501,2
3501,10
3501,22
3501,13
3295,2
3295,4
3295,20
3573,20
3514,4
3500,4
38569,4
38569,18
41116,4
41116,8
41116,13
41116,20
2904,1
2904,8
2904,24
2904,18
2904,38
2904,31
3588,1
3588,4
3588,10
3588,37
3588,27
3455,4
3455,22
3455,24
3455,9
3455,35
3455,23
3455,27
3457,8
3457,7
3457,22
3457,37
3457,32
3457,25
3470,4
3470,22
3470,23
3470,25
3731,4
3731,22
3731,25
3092,28
3092,4
3092,8
3092,22
3503,4
3503,22
3503,36
3503,37
3503,9
3503,35
3503,23
3503,27
3655,1
3655,4
3655,8
3655,10
3655,37
3655,27
3572,1
3572,22
3572,24
3572,18
3572,38
3572,19
3572,29
3701,2
3701,7
3701,22
3701,24
3091,4
3091,8
3091,7
3091,37
3091,40
3972,1
3972,11
3972,27
3230,2
3230,4
3230,10
3358,4
3358,8
3358,17
3407,1
3407,24
3613,1
3613,4
3613,22
3613,38
3841,4
3841,36
3656,1
3656,28
3656,37
3359,1
3359,10
3359,37
3359,6
3359,13
3359,25
4038,1
4038,4
4038,37
4038,27
3549,1
3549,2
3549,27
3616,1
3616,4
3616,9
3616,31
3616,27
4039,1
4039,2
4039,8
4039,41
4039,42
3615,4
3615,10
3615,22
3615,35
3615,25
3673,1
3673,2
3673,7
4080,2
4080,4
4080,10
4080,6
4080,25
3322,2
3322,10
3322,37
3322,27
3627,4
3627,8
3627,10
3627,22
3627,35
3577,4
3577,24
3363,1
3363,24
3859,7
3859,24
3859,39
3859,40
3859,25
3840,1
3840,24
4197,2
4197,4
4197,10
4197,37
4362,4
4362,24
10810,1
10810,4
10810,22
10810,20
4056,4
5854,1
5854,2
5854,8
5854,22
5854,13
5938,4
5938,10
4383,4
4383,10
4383,36
3975,4
3975,36
13177,36
29746,4
38570,4
38570,18
4081,8
4081,36
4081,37
4081,6
4081,25
3712,1
3712,2
3712,4
3712,10
3712,22
3712,9
3712,35
3712,23
4063,1
4063,4
4063,9
4063,35
4063,31
3667,1
3667,24
3667,9
3667,38
3467,4
3467,22
3974,1
3974,4
3974,24
4151,1
4151,2
4151,37
4151,13
4151,21
4196,1
4196,9
4196,17
4196,23
4196,31
4415,2
4415,10
4262,1
4262,2
4262,10
4262,9
4262,13
4262,17
4028,2
4028,4
4028,10
4021,28
4021,4
4021,47
4021,25
3604,4
3604,36
3604,23
3604,42
4483,8
4483,22
4483,36
4483,27
4662,2
4662,10
4662,35
4662,25
3614,7
3614,37
3614,39
3668,10
3668,23
4264,1
4264,24
4209,1
4209,4
4209,24
4209,23
4547,24
32419,4
4224,4
4224,22
4224,36
4224,23
4181,4
4181,8
4181,22
4181,36
4181,37
4898,1
4898,4
4898,7
4898,37
4898,6
4898,13
4898,27
4654,1
4654,24
4654,31
4214,4
4214,10
4214,22
4214,9
4214,35
4214,23
4214,32
4752,8
4752,7
4752,22
4752,37
4752,32
4752,25
4975,7
4975,24
4975,37
4975,35
4975,40
4722,4
4722,8
4722,22
4722,25
4725,1
4725,37
4725,41
4725,31
5040,30
5040,40
5040,42
5231,30
5231,31
5231,27
4087,1
4087,2
4814,28
4814,4
4814,8
4814,22
4789,8
4789,7
4789,22
4789,37
3958,4
3958,37
3958,23
3958,27
4981,1
4981,2
4981,8
4981,24
4981,40
4744,4
4744,22
4744,9
4744,35
4744,23
4548,1
4548,4
4548,37
4548,31
4548,27
3927,1
3927,8
3927,24
3927,18
3927,38
3927,29
4884,2
4884,8
4884,10
4477,4
4477,22
4477,36
4477,19
4477,43
4581,1
4581,14
4581,37
4581,27
4551,2
4551,10
4551,22
4551,13
4551,25
5262,4
5262,23
5262,25
3713,7
3713,37
3713,40
5039,1
5039,8
5039,14
5039,22
5039,24
5039,13
5039,32
4879,7
4879,37
4879,41
4879,40
4879,42
4550,4
4550,36
4550,23
3654,4
3654,10
3654,22
3654,37
3654,9
3654,23
3653,1
3653,24
3653,18
3464,1
3464,4
3464,22
3464,24
3464,9
3464,23
3464,27
4903,4
4903,9
4903,23
4903,42
5005,4
5005,20
5005,31
5005,42
4066,2
4066,22
4066,24
4066,38
4066,40
4066,29
4549,1
4549,8
4549,17
4908,8
4908,20
4908,25
5397,4
5082,11
5082,27
5235,10
5235,11
4905,4
4905,3
5234,4
5234,9
19501,4
19501,20
19501,31
19501,27
5089,4
5184,2
5184,4
5184,13
5258,4
5258,8
5258,30
5258,27
5300,8
5300,36
5300,37
5300,6
5300,25
4186,1
4186,2
4186,10
4186,24
4186,23
4999,4
4999,22
4999,9
4999,35
4999,17
4999,27
5030,4
5030,26
5030,20
5030,23
5112,4
5112,10
5112,22
5112,9
5079,1
5079,17
5079,31
5079,42
4720,8
4720,22
4720,35
4720,19
5420,8
5420,10
5420,36
5034,1
5034,14
5034,37
5034,27
4726,2
4726,10
5028,4
5028,8
5028,22
5028,30
5028,27
5162,4
5162,36
5162,23
5074,1
5074,4
5074,24
4618,1
4618,8
4618,24
4618,18
4618,23
5702,1
5702,10
5702,22
5702,31
5233,2
5233,4
5233,10
5307,2
5307,4
5307,24
5307,29
3750,26
3750,36
3750,23
3750,25
5684,1
5684,4
5684,10
5684,36
5684,25
5155,8
5155,22
5155,13
5505,1
5505,24
5505,38
5883,1
5883,24
5883,17
5883,21
5810,4
5810,31
5841,4
33123,4
5114,1
5114,2
5114,4
5114,8
5114,10
5114,38
5114,27
5680,4
5680,36
5680,19
5680,23
5630,1
5630,8
5630,7
5630,22
5630,24
5630,41
4382,4
4382,7
4382,22
4382,24
4382,36
4382,20
4382,23
5530,2
5530,10
5530,7
5530,37
5530,27
6033,1
6033,2
6033,4
6033,10
6033,17
6033,31
6033,27
5682,1
5682,8
5682,41
5682,42
5525,1
5525,10
5525,6
5525,38
5525,43
5355,1
5355,13
5355,17
5355,21
5355,31
5507,1
5507,22
5507,38
5941,4
5941,8
5941,22
5941,30
5941,23
5941,27
4192,1
4192,4
4192,22
4192,35
4192,20
4192,27
5342,1
5342,37
5342,18
5150,4
5150,22
5150,23
5150,27
4719,1
4719,2
4719,10
4719,9
5671,36
5671,11
5671,23
3594,1
3594,2
3594,10
5734,22
5734,37
5734,35
5835,8
5835,22
5835,25
5337,2
5337,10
5337,11
5337,27
5220,1
5220,8
5220,24
5597,4
5597,22
5597,37
5675,30
5675,18
5675,27
5984,8
5984,47
5984,22
5984,36
5984,43
5041,2
5041,10
5504,8
5504,10
5504,22
5504,19
5504,23
5226,1
5226,2
5226,13
4657,1
4657,2
4657,4
4657,10
5485,1
5485,8
5485,18
5485,31
5485,27
6008,10
6008,25
6117,4
6117,22
6117,23
6117,25
5983,4
6130,4
6116,4
6116,36
6525,4
6525,36
6131,4
6658,4
48318,1
48318,8
48318,22
48318,13
5081,7
5081,22
5081,37
5081,32
5341,2
5341,10
5341,22
5341,13
6211,8
5356,1
5356,24
5356,37
5356,31
5356,42
4896,14
4896,7
4896,37
4896,40
6201,4
6201,9
6201,35
6201,23
6030,1
6030,4
6030,24
6030,9
6030,31
6030,42
6377,4
6377,20
6377,23
6377,27
6164,26
6164,22
6164,36
6098,4
6098,22
6098,36
6098,23
6098,42
5914,4
5914,26
5914,36
5914,9
5973,4
5973,24
5973,9
5973,27
6129,8
6129,10
6129,22
6129,37
5454,4
6425,4
6425,9
6425,11
5141,4
5141,30
5141,13
5141,23
5141,42
5670,4
5670,36
5670,23
5670,42
5945,24
5945,27
6604,4
6604,36
6947,4
6947,24
6947,36
6822,4
6822,36
29003,36
31547,13
6702,1
6702,2
6702,4
6702,10
6702,27
6045,8
6045,22
6045,36
6045,23
6045,25
6213,1
6213,24
6213,31
5958,4
5958,22
5958,24
5958,37
5958,9
5958,35
5958,27
6573,1
6573,7
6573,24
6573,31
6205,1
6205,4
6205,26
6205,22
6205,9
6205,23
6205,31
6811,1
6811,2
6811,4
6811,10
6811,22
6811,37
6811,6
6811,13
6811,27
6512,4
6512,22
6512,35
6682,1
6682,37
6682,9
6682,31
7193,8
7193,41
7193,13
7193,40
7193,42
5909,4
5909,35
5909,20
5909,23
5940,1
5940,2
5940,10
5678,4
5678,8
5678,10
5678,22
6444,2
6444,10
6444,37
6444,27
6774,4
6774,8
6774,40
6774,42
6023,4
6023,22
6023,9
7082,4
7082,23
7082,25
6203,4
6203,26
6203,22
6203,23
6676,1
6676,37
6676,18
6758,1
6758,10
6758,31
6758,42
6633,1
6633,2
6633,10
6633,9
6165,8
6165,22
6165,35
6165,19
6112,4
6112,10
6112,9
6112,13
4189,8
4189,22
6712,4
6712,22
6712,37
7103,10
7103,25
3349,1
3349,4
3349,24
3349,31
6582,4
6582,20
6582,31
6582,42
7152,4
7152,25
6901,2
6901,11
6901,38
7175,4
7175,20
7175,31
7189,4
7177,4
17106,36
13505,4
6746,1
6746,7
6746,37
6347,4
6347,22
6347,23
6347,31
6594,1
6594,2
6594,22
6594,13
6594,17
6500,1
6500,37
6500,9
6500,31
6500,42
6324,1
6324,4
6324,10
6324,22
6324,37
6324,9
6324,6
6324,35
6747,1
6747,8
6747,22
6747,37
6747,32
6747,42
7148,4
7148,22
7148,9
7148,35
7148,23
6802,24
6802,36
6802,38
6802,19
5690,4
5690,22
5690,19
5690,43
6574,4
6574,36
6574,42
7079,1
7079,14
7079,7
7079,37
6645,4
6645,9
6645,23
6645,42
7645,1
7645,4
7645,10
7645,36
7645,23
7645,25
7062,4
7062,36
7062,23
7062,42
7463,4
7463,9
7463,11
5032,1
5032,2
5032,24
5032,29
7561,4
7904,2
7904,8
7904,10
7904,36
7904,13
7761,4
8025,4
33085,4
7211,4
6547,1
6547,4
6547,8
6547,37
6547,23
7054,4
7054,22
7054,23
7054,25
7791,4
7791,36
7791,19
7791,23
7593,4
7593,22
7593,9
7593,35
7593,23
7593,42
7088,1
7088,4
7088,10
7088,9
7088,35
7088,23
6956,4
6956,22
6956,36
6956,42
7785,4
7785,7
7785,22
7785,40
7817,4
7817,22
7817,9
7817,23
7817,42
6114,8
6114,41
6114,13
6114,42
7647,4
7647,22
7647,42
6895,1
6895,8
6895,37
6895,13
6895,21
6895,43
7590,4
7590,22
7590,35
7058,2
7058,28
7058,8
7058,10
7058,25
7588,8
7588,7
7588,13
7588,21
7588,42
7661,8
7661,30
7661,42
7655,4
7655,8
7655,30
7655,27
7580,1
7580,9
7580,17
7580,23
7580,31
6973,1
6973,13
6973,38
6973,31
7720,4
7720,30
7720,42
7334,1
7334,2
7334,10
7334,11
7334,27
4334,1
4334,24
4334,27
8057,2
8057,4
8057,10
8057,9
8057,13
8217,10
8217,23
8217,25
8206,25
8287,1
8287,13
8287,18
8538,4
8538,22
8538,23
8538,25
6902,13
7793,1
7793,30
7793,27
8409,4
31246,2
31246,10
8353,4
13179,36
24041,2
24041,4
24041,20
8074,1
8074,14
8074,37
8074,9
8074,27
7724,14
7724,7
7724,37
7724,41
7724,40
7724,32
6707,1
6707,4
6707,37
6707,6
6707,13
6707,27
8675,4
8675,36
8675,23
8675,27
8676,4
8676,22
8676,36
8676,23
8086,1
8086,2
8086,10
8086,27
7769,4
7769,22
7769,20
7592,1
7592,37
7592,6
7592,27
5277,1
5277,4
5277,9
5277,35
5277,31
6166,4
6166,22
6166,24
6166,9
6166,35
7627,4
7627,36
7627,23
6974,4
6974,7
6974,24
6974,37
6974,23
6381,1
6381,24
6381,9
6381,38
6634,1
6634,13
6634,17
6634,21
6634,31
8624,1
8624,2
8624,4
8624,10
8624,27
6979,2
6979,10
6979,35
8961,4
8961,21
8961,42
9013,4
9013,36
8960,1
8960,4
36993,4
36993,30
9345,4
9345,14
9345,37
9345,23
8769,4
8769,36
8525,4
8525,22
8525,37
8525,35
8525,27
7674,4
7674,8
7674,22
7674,27
8861,8
8861,22
8861,9
8861,35
8937,1
8937,24
8937,31
8795,1
8795,4
8795,37
8795,9
8795,20
9181,4
9181,24
9181,9
9181,35
9181,23
9181,27
8407,4
8407,22
8407,24
8407,37
8407,9
8407,35
8407,27
8424,4
8424,9
8424,35
8424,23
8129,4
8129,36
8129,43
8557,4
8557,36
8557,27
8277,1
8277,4
8277,9
8277,35
8277,21
8277,23
9074,4
9074,22
9074,42
7662,14
7662,7
7662,37
8476,22
8476,37
8476,6
8476,13
8476,38
8476,42
8536,4
8536,22
8536,37
8536,23
8536,32
8934,1
8934,22
8934,18
8934,27
8449,1
8449,28
8449,24
9065,1
9065,8
9065,37
9065,13
9065,21
9065,43
8311,2
8311,10
8311,37
8311,27
8726,4
8726,36
8726,42
7768,4
7768,7
7768,31
9441,47
9441,36
9441,25
6875,1
6875,8
6875,18
9241,1
9241,24
9241,18
9241,29
9346,2
9346,24
9346,6
9346,11
9346,38
9561,4
9561,47
9799,1
9799,4
9799,31
9799,42
9627,4
9518,4
9518,36
9518,23
6195,36
9562,4
9562,20
9756,8
9756,41
9756,40
8841,1
8841,4
8841,37
8841,9
8841,35
9041,1
9041,4
9041,24
9041,9
9041,35
9041,18
9513,1
9513,4
9513,37
9513,6
9513,23
9513,27
8425,8
8425,7
8425,22
8425,13
9656,8
9656,22
9656,36
9656,23
9656,25
9367,1
9367,8
9367,22
9367,24
9367,9
9367,35
9367,17
9367,42
9330,1
9330,22
9330,37
9330,23
9330,42
9331,1
9331,37
8426,8
8426,22
8426,36
8426,23
8426,42
9834,4
9834,24
9834,27
9587,4
9587,22
9587,9
9587,35
9314,2
9314,10
9314,24
9539,1
9539,2
9539,6
9539,11
9539,27
9510,4
9510,36
9510,23
10330,1
10330,2
10330,10
10330,11
10330,27
8241,4
8241,9
8241,11
9598,4
9598,24
6918,1
6918,17
6918,31
9893,1
9893,10
9893,25
10177,20
10177,42
33430,4
11733,4
9253,8
9253,24
9253,41
9253,40
9919,1
9919,10
9919,37
9919,6
9919,27
9989,8
9989,36
9989,37
6880,1
6880,14
6880,24
6880,37
6880,27
10165,4
10165,36
10165,23
10165,27
9969,1
9969,4
9969,24
9969,13
9969,20
9969,21
9969,27
10080,4
10080,22
10080,37
10080,35
10080,27
8630,1
8630,4
8630,22
8630,23
9289,4
9289,8
9289,36
9379,4
9379,24
9379,36
10163,1
10163,7
10163,41
10163,31
9863,4
9863,23
9863,27
9941,1
9941,4
9941,7
9941,31
9926,28
9926,4
9926,8
9926,22
10155,1
10155,2
10155,10
10271,41
10271,11
10271,40
10271,42
10079,4
10079,22
10079,9
10079,35
10079,23
9736,4
9736,10
9736,22
9736,9
9736,6
9736,42
10073,1
10073,37
10073,9
10073,31
10073,42
10033,1
10033,2
10033,4
10033,10
10033,47
10033,27
9776,4
9776,36
9776,23
9776,42
9922,4
9922,8
9922,22
9922,9
9922,35
10216,4
10216,37
10216,6
10507,30
10507,31
10507,27
10015,1
10015,10
10015,11
10015,27
9712,4
9712,26
9712,20
9712,23
9624,22
9624,9
9624,20
9624,42
10308,1
10308,4
10308,24
10308,13
10308,21
10308,31
10187,4
10187,9
10187,42
10444,1
10444,2
10444,4
10444,10
10444,27
6919,1
6919,8
6919,31
9996,13
9996,21
9996,42
10109,4
10109,30
10109,9
10109,23
9693,8
9693,30
10257,36
10257,30
10257,19
10257,25
9493,1
9493,4
9493,37
9493,9
9493,6
9493,20
9493,31
10348,24
10338,4
10338,37
10338,23
10338,27
10014,8
10014,13
10359,10
10359,25
10324,4
10324,13
10324,20
10324,21
10324,42
10513,4
31068,25
31534,4
30519,4
30519,25
10346,30
10347,4
10347,10
10347,25
10459,4
10540,4
31517,4
31517,20
10506,4
10541,4
10533,4
10633,4
8143,4
41417,1
41417,24
41417,18
10110,4
10110,22
10110,9
10110,35
10110,23
10162,36
10162,43
10161,1
10161,8
10161,7
10161,24
8516,4
8516,22
8516,23
8516,31
10495,4
10495,26
10495,36
10495,23
10490,1
10490,14
10490,7
10490,37
10490,23
10490,32
10721,5
10721,4
10721,8
10721,7
10721,40
10379,8
10379,36
10379,37
10379,6
10379,25
10568,7
10321,4
10321,22
10321,35
10321,19
10321,23
10321,25
10049,1
10049,37
10049,6
10049,27
10278,4
10278,8
10278,19
8915,1
8915,7
8915,37
8915,13
9750,4
9750,22
9750,37
9750,9
9750,32
10611,4
10611,22
10611,9
10611,35
10611,23
10572,4
10572,30
10572,9
10572,23
10156,1
10156,24
10156,23
10156,31
10372,1
10372,37
10372,42
10465,1
10465,4
10465,9
10465,13
10465,21
10465,42
9938,36
9938,13
9938,42
10197,4
10197,37
10197,32
6920,1
6920,8
6920,14
6920,32
10671,4
10671,36
10671,23
9934,4
9934,36
9934,37
9934,42
10838,4
10838,23
10838,27
10908,4
10847,4
10802,1
10802,4
10797,4
10797,23
11589,4
11609,4
35920,36
10995,4
11061,1
11061,2
11061,10
11061,31
11061,27
10620,1
10620,7
10620,37
10620,41
10620,40
10620,27
10087,1
10087,10
10087,37
10793,1
10793,8
10793,22
10793,24
10793,18
10793,31
10719,4
10719,22
10719,36
10719,9
10719,35
10719,23
10800,8
10800,36
10800,30
10800,11
10800,23
10800,43
10030,4
10030,8
10030,22
10030,27
10396,1
10396,4
10396,47
10396,17
10213,4
10213,22
10213,9
10213,35
10213,17
10213,23
10213,31
9936,1
9936,9
9936,35
9936,17
9936,23
9936,31
10588,1
10588,2
10588,7
10588,24
10588,37
10588,23
10588,31
10521,4
10521,22
10521,36
10521,42
6773,1
6773,8
6773,10
6773,22
6773,37
10460,4
10460,8
10460,22
10460,36
10460,23
10460,27
10456,1
10456,10
10456,24
10578,1
10578,4
10578,37
10578,9
10578,23
10397,8
10397,22
10397,35
10397,23
11123,28
11123,4
11123,8
11123,22
10798,7
10798,37
9981,1
9981,7
9981,11
9981,27
10378,4
10378,36
10378,27
10336,1
10336,2
10336,24
10232,4
10232,8
10232,36
10808,1
10808,24
10808,18
10808,29
11385,1
11385,2
11385,4
11385,10
11385,27
11457,10
11457,37
11457,25
11615,4
11615,36
11615,23
10958,4
10958,36
10958,23
10958,25
11547,1
11547,4
11547,8
11547,22
11547,13
11547,21
11547,25
11809,4
11017,24
11017,11
11541,4
10997,4
12181,4
12181,13
12181,20
38571,4
38571,18
11111,14
11111,7
11111,37
11111,41
11111,23
11617,4
11617,22
11617,9
11617,6
11617,35
11617,23
11843,4
11843,36
11843,23
11597,4
11597,7
11597,37
11597,9
11013,4
11013,22
11013,37
11013,27
11319,2
11319,10
11319,22
11319,9
11433,4
11433,8
11433,22
11433,24
11433,36
11285,1
11285,8
11285,31
11665,8
11665,36
11665,37
11665,6
11665,25
11179,4
11179,22
11179,36
11235,4
11235,22
11235,36
11235,23
11241,1
11241,2
11241,13
11241,21
11241,31
11241,42
11079,4
11079,23
11079,42
11751,1
11751,24
11751,19
10447,1
10447,4
10447,8
10447,10
10447,22
10447,24
10447,18
8917,24
8917,29
11697,4
11697,30
11697,23
11697,27
11227,1
11227,4
11227,24
11227,18
11371,1
11371,4
11371,30
11371,27
11491,4
11491,36
11491,23
11491,42
12191,1
12191,10
12191,25
11769,4
11769,26
11769,9
11769,23
11769,42
12321,4
12321,13
12321,42
12021,4
12021,36
12021,42
11341,4
11341,7
11341,31
34129,1
34129,2
34129,8
34129,10
34129,37
34129,13
34129,17
13207,4
13207,13
13207,20
12189,7
12189,36
12189,23
11771,4
11771,30
11771,23
11771,27
11741,1
11741,10
11741,37
11759,1
11759,22
11759,24
11759,11
11759,23
11499,4
11499,14
11499,22
11499,37
11499,9
11499,27
12445,14
12445,7
12445,22
12445,37
12445,23
12445,27
10790,1
10790,4
10790,37
10790,9
10790,35
12531,8
12531,22
12531,19
12531,23
12531,43
11785,4
11785,24
11785,20
12413,1
12413,2
12413,42
12291,4
12291,22
12291,36
12291,23
12467,22
12467,23
12467,42
11761,1
11761,4
11761,9
11761,17
11761,23
11761,31
11761,27
12431,4
12431,24
12431,36
12431,29
12431,42
12883,4
12883,24
12883,36
12883,30
11837,1
11837,8
11837,14
11837,22
11837,24
11837,37
11837,42
12461,10
12461,22
12461,37
12461,25
12471,1
12471,2
12471,8
12471,24
12471,18
12815,4
12815,36
12815,43
11739,4
11739,8
11739,22
11739,36
11739,23
11739,27
12979,1
12979,4
12979,20
12149,24
12149,19
13203,1
13203,2
13203,4
13203,9
13203,21
13203,42
13261,30
13261,31
13261,27
12753,1
12753,7
12753,11
12753,27
12929,1
12929,2
12929,10
12929,27
12119,36
12119,37
12119,23
12367,1
12367,10
11859,1
11859,2
11859,10
11859,9
10884,36
10884,11
10884,23
13377,4
13377,36
13377,23
13377,42
12875,30
12875,27
12611,10
12611,20
12611,21
13145,1
13145,2
13145,6
13145,11
13145,27
12677,1
12677,2
12677,24
13141,4
13159,4
13159,36
13159,23
12863,36
12863,30
12863,19
12863,25
12123,4
12123,36
12123,42
13139,4
13139,23
13143,1
13143,11
13143,27
12963,10
12963,25
13029,2
13029,8
18845,4
13431,4
13431,20
13431,31
13455,4
22585,4
35317,4
35317,36
13459,4
11757,1
11757,2
11757,10
11757,22
11757,11
11887,4
11887,8
11887,22
11887,36
11887,37
11887,23
12549,4
12549,22
12549,37
12549,9
13161,1
13161,10
13161,9
13161,31
12293,4
12293,10
12293,22
12293,9
12293,35
11933,4
11933,22
11933,13
12175,8
12175,22
12175,23
13535,4
13535,37
13535,20
13535,27
13367,4
13367,7
13367,22
13367,9
13367,35
13367,23
12967,1
12967,22
12967,37
12967,35
12967,25
10357,2
10357,4
10357,10
12403,4
12403,26
12403,36
12403,23
12031,1
12031,13
12031,38
12031,42
13333,36
13333,19
13333,23
12679,4
12679,36
12679,27
11783,1
11783,2
11783,10
11021,1
11021,24
11021,18
11021,38
12487,1
12487,10
12487,24
13585,8
13585,22
13585,37
13585,43
13115,1
13115,8
13115,37
13115,13
13115,21
13115,43
12281,1
12281,4
12281,24
12281,18
13349,4
13349,22
13349,13
13349,43
13409,4
13409,47
13409,37
13409,23
13409,42
14277,4
14277,22
14277,36
14277,23
14277,42
14333,2
14333,10
14563,4
14693,4
14693,36
14693,42
13601,1
13601,24
13601,41
13601,39
13601,40
14719,1
14719,2
14719,37
14719,32
14719,27
14741,4
14741,8
14741,22
14741,36
14741,23
13759,4
13759,8
13759,22
13759,36
13759,23
14227,4
14227,22
14227,36
14227,23
14227,25
14513,1
14513,2
14513,10
14513,27
14345,1
14345,24
14345,40
14345,42
13125,8
13125,14
13125,7
13125,24
13125,37
13125,40
14467,1
14467,7
14467,37
14467,31
14289,8
14289,22
14289,23
14289,25
14075,1
14075,8
14075,10
14075,7
14075,40
14075,27
14713,4
14713,10
14713,22
14713,37
14713,6
14713,25
15689,4
15689,22
15689,37
15689,9
13663,4
13663,22
13663,24
13663,9
13663,35
13663,23
13663,27
12365,4
12365,8
12365,22
12365,27
11703,1
11703,4
11703,37
11703,23
11703,31
11703,27
14199,4
14199,22
14199,9
14199,35
14199,23
15417,1
15417,4
15417,24
15417,13
15417,20
15417,21
15417,27
13655,4
13655,8
13655,36
13655,37
13655,23
14131,1
14131,30
14131,38
14131,23
13599,8
13599,7
13599,24
13599,18
13599,23
13331,1
13331,2
13331,42
14527,1
14527,4
14527,9
14527,17
14527,23
14527,31
14527,27
15059,1
15059,8
15059,30
15059,3
15059,42
14765,1
14765,4
14765,10
15125,4
15125,30
15125,23
15125,27
14653,4
14653,35
14653,20
14653,27
14645,10
14645,22
14645,37
14645,25
15061,36
15061,19
15061,23
15061,25
14237,1
14237,24
14237,36
14237,18
15489,1
15489,10
15489,11
15489,27
11239,4
11239,36
11239,23
11239,42
15313,4
15313,10
15313,36
15045,4
15045,8
15045,14
15045,22
15045,40
15043,4
15043,37
13185,1
13185,2
14989,1
14989,3
14989,18
14989,27
14913,2
14913,10
14913,11
30151,4
30151,36
18133,4
15787,19
15315,1
15315,4
15315,10
15315,37
14967,4
14967,22
14967,36
14967,35
14967,23
14749,4
14749,22
14749,35
14749,23
14833,2
14833,10
14833,22
14833,6
15051,36
15051,19
15051,23
16417,4
16417,36
15379,4
15379,8
15379,22
15379,23
15085,10
15085,7
15085,22
15085,35
14397,8
14397,36
14397,30
14397,11
14397,23
14397,43
14811,4
14811,36
14811,23
16005,1
16005,37
16005,31
16005,27
15119,1
15119,4
15119,9
15119,23
15751,1
15751,4
15751,10
15751,20
15751,27
15613,1
15613,10
15613,37
15613,6
15613,25
15109,1
15109,4
15109,7
15109,37
15109,27
14515,4
14515,22
14515,37
14355,2
14355,4
14355,36
14283,1
14283,24
14283,9
14511,4
14511,36
14511,23
14941,24
14941,19
14045,4
14045,36
16169,4
16169,36
14827,8
14827,22
14827,9
14827,23
16419,1
16419,10
16419,25
15611,1
15611,2
15611,6
15611,11
15611,27
16405,4
16317,4
16317,23
16317,42
16211,10
16211,13
17127,4
17127,18
16726,4
16726,10
16347,4
16906,4
17147,4
17147,23
17141,1
17353,13
31673,4
16908,4
16498,1
16498,8
16498,10
16498,7
16498,38
16498,31
16498,27
15809,4
15809,10
15809,22
15809,37
15809,6
14813,4
14813,8
14813,22
14813,36
14813,23
15583,4
15583,22
15583,24
15583,35
15583,18
15583,23
15225,4
15225,22
15225,37
15225,35
15225,23
13659,4
13659,22
13659,36
