id,naslov,studio,zanri,dolzina,vir,tip,stevilo,ocena

3975,Uchi no 3 Shimai,Daewon Media,"4,36",102,Other,TV,573,N/A

13177,Little Charo,Spooky graphic,36,50,Original,TV,456,N/A

29746,Kaden Manzai John TV Show!,-,4,25,-,TV,187,N/A

38570,Tatakae! Dokan-kun: Robolympic-hen,DLE,"4,18",13,Original,TV,122,N/A

4081,Natsume Yuujinchou,Brain&#039;s Base,"8,36,37,6,25",13,Manga,TV,"457,715",8.32

3712,Zero no Tsukaima: Princesses no Rondo,J.C.Staff,"1,2,4,10,22,9,35,23",12,Light novel,TV,"398,812",7.36

4063,Sekirei,Seven Arcs,"1,4,9,35,31",12,Manga,TV,"359,850",7.08

3667,Strike Witches,Gonzo,"1,24,9,38",12,Original,TV,"154,963",6.98

3467,Nogizaka Haruka no Himitsu,Diomedéa,"4,22",12,Light novel,TV,"123,792",7.22

3974,Tetsuwan Birdy Decode,A-1 Pictures,"1,4,24",13,Manga,TV,"86,088",7.44

4151,Blade of the Immortal,Bee Train,"1,2,37,13,21",13,Manga,TV,"61,893",6.82

4196,Ikkitousen: Great Guardians,Arms,"1,9,17,23,31",12,Manga,TV,"58,011",6.76

4415,World Destruction: Sekai Bokumetsu no Rokunin,Production I.G,"2,10",13,Game,TV,"48,679",6.96

4262,Koihime†Musou,Doga Kobo,"1,2,10,9,13,17",12,Visual novel,TV,"44,063",6.74

4028,Slayers Revolution,J.C.Staff,"2,4,10",13,Light novel,TV,"34,209",7.27

4021,Seiyou Kottou Yougashiten: Antique,Nippon Animation,"28,4,47,25",12,Manga,TV,"34,130",7.03

3604,Hidamari Sketch x 365,Shaft,"4,36,23,42",13,4-koma manga,TV,"28,648",7.83

4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,Hal Film Maker,"8,22,36,27",12,Manga,TV,"23,917",7.27

4662,Neo Angelique Abyss: Second Age,Yumeta Company,"2,10,35,25",13,Visual novel,TV,"18,716",7.01

3614,Yakushiji Ryouko no Kaiki Jikenbo,Doga Kobo,"7,37,39",13,Light novel,TV,"16,714",7.08

3668,Telepathy Shoujo Ran,TMS Entertainment,"10,23",26,Novel,TV,"8,345",6.63

4264,Ultraviolet: Code 044,Madhouse,"1,24",12,Other,TV,"6,144",5.88

4209,Mission-E,Studio Deen,"1,4,24,23",12,Original,TV,"5,393",6.46

4547,RoboDz,Toei Animation,24,26,-,TV,287,N/A

32419,Chibinacs 3,-,4,25,Other,TV,177,N/A

4224,Toradora!,J.C.Staff,"4,22,36,23",25,Light novel,TV,"1,847,679",8.14

4181,Clannad: After Story,Kyoto Animation,"4,8,22,36,37",24,Visual novel,TV,"1,025,530",8.95

4898,Kuroshitsuji,A-1 Pictures,"1,4,7,37,6,13,27",24,Manga,TV,"1,005,763",7.70

4654,Toaru Majutsu no Index,J.C.Staff,"1,24,31",24,Light novel,TV,"703,798",7.40

4214,Rosario to Vampire Capu2,Gonzo,"4,10,22,9,35,23,32",13,Manga,TV,"372,274",6.94

4752,Vampire Knight: Guilty,Studio Deen,"8,7,22,37,32,25",13,Manga,TV,"330,923",7.15

4975,ChäoS;HEAd,Madhouse,"7,24,37,35,40",12,Visual novel,TV,"268,552",6.34

4722,Skip Beat!,Hal Film Maker,"4,8,22,25",25,Manga,TV,"238,401",8.10

4725,Ga-Rei: Zero,AIC Spirits,"1,37,41,31",12,Manga,TV,"217,570",7.61

5040,One Outs,Madhouse,"30,40,42",25,Manga,TV,"203,225",8.34

5231,Inazuma Eleven,OLM,"30,31,27",127,Game,TV,"168,813",7.62

4087,Michiko to Hatchin,Manglobe,"1,2",22,Original,TV,"167,286",7.84

4814,Junjou Romantica 2,Studio Deen,"28,4,8,22",12,Manga,TV,"161,940",7.77

4789,ef: A Tale of Melodies.,Shaft,"8,7,22,37",12,Visual novel,TV,"153,237",8.02

3958,Kannagi,A-1 Pictures,"4,37,23,27",13,Manga,TV,"149,094",7.30

4981,Casshern Sins,Madhouse,"1,2,8,24,40",24,Other,TV,"143,741",7.52

4744,Akaneiro ni Somaru Saka,TNK,"4,22,9,35,23",12,Visual novel,TV,"140,840",6.43

4548,Yozakura Quartet,Nomad,"1,4,37,31,27",12,Manga,TV,"134,781",6.82

3927,Mobile Suit Gundam 00 Second Season,Sunrise,"1,8,24,18,38,29",25,Original,TV,"134,642",8.10

4884,Tales of the Abyss,Sunrise,"2,8,10",26,Game,TV,"114,541",7.30

4477,Nodame Cantabile: Paris-hen,J.C.Staff,"4,22,36,19,43",11,Manga,TV,"113,707",8.15

4581,Shikabane Hime: Aka,feel.,"1,14,37,27",13,Manga,TV,"111,830",7.22

4551,Hakushaku to Yousei,Artland,"2,10,22,13,25",12,Light novel,TV,"111,087",7.24

5262,Shugo Chara!! Doki,Satelight,"4,23,25",51,Manga,TV,"94,119",7.41

3713,Jigoku Shoujo Mitsuganae,Studio Deen,"7,37,40",26,Original,TV,"93,979",7.64

5039,Kurozuka,Madhouse,"1,8,14,22,24,13,32",12,Manga,TV,"87,037",6.91

4879,Mouryou no Hako,Madhouse,"7,37,41,40,42",13,Novel,TV,"56,160",7.18

4550,Hyakko,Nippon Animation,"4,36,23",13,Manga,TV,"41,906",7.25

3654,Macademi Wasshoi!,Zexcs,"4,10,22,37,9,23",12,Light novel,TV,"40,431",6.94

3653,Kurogane no Linebarrels,Gonzo,"1,24,18",24,Manga,TV,"40,194",6.93

3464,Kemeko Deluxe!,Hal Film Maker,"1,4,22,24,9,23,27",12,Manga,TV,"38,009",6.57

4903,Kyou no 5 no 2 (TV),Xebec,"4,9,23,42",13,Manga,TV,"33,160",7.22

5005,Tentai Senshi Sunred,AIC ASTA,"4,20,31,42",26,Manga,TV,"20,379",7.78

4066,Tytania,Artland,"2,22,24,38,40,29",26,Light novel,TV,"18,052",6.82

4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,Satelight,"1,8,17",13,Manga,TV,"11,091",7.13

4908,Bihada Ichizoku,-,"8,20,25",12,Original,TV,"4,276",5.77

5397,Usavich III,Kanaban Graphics,4,13,Original,TV,"4,168",7.10

5082,Battle Spirits: Shounen Toppa Bashin,Sunrise,"11,27",50,Card game,TV,"3,012",6.39

5235,Live On Cardliver Kakeru,TMS Entertainment,"10,11",51,Manga,TV,"1,019",6.43

4905,Mach Girl,Tatsunoko Production,"4,3",26,-,TV,612,N/A

5234,Zettai Yareru Greece Shinwa,A-1 Pictures,"4,9",13,Original,TV,611,N/A

19501,Giga Tribe,-,"4,20,31,27",39,-,TV,333,N/A

5089,Noramimi 2,-,4,13,Manga,TV,327,N/A

5184,Negibouzu no Asatarou,Toei Animation,"2,4,13",48,Picture book,TV,317,N/A

5258,Hajime no Ippo: New Challenger,Madhouse,"4,8,30,27",26,Manga,TV,"226,902",8.66

5300,Zoku Natsume Yuujinchou,Brain&#039;s Base,"8,36,37,6,25",13,Manga,TV,"217,843",8.56

4186,Chrome Shelled Regios,Zexcs,"1,2,10,24,23",24,Light novel,TV,"191,839",7.31

4999,Asu no Yoichi!,AIC,"4,22,9,35,17,27",12,Manga,TV,"187,252",6.74

5030,Maria†Holic,Shaft,"4,26,20,23",12,Manga,TV,"158,538",7.03

5112,Akikan!,Brain&#039;s Base,"4,10,22,9",12,Light novel,TV,"115,074",6.15

5079,Kurokami The Animation,Sunrise,"1,17,31,42",23,Manga,TV,"111,918",7.15

4720,White Album,Seven Arcs,"8,22,35,19",13,Visual novel,TV,"105,822",6.52

5420,Kemono no Souja Erin,Production I.G,"8,10,36",50,Novel,TV,"74,737",8.34

5034,Shikabane Hime: Kuro,feel.,"1,14,37,27",12,Manga,TV,"71,076",7.29

4726,Druaga no Tou: The Sword of Uruk,Gonzo,"2,10",12,Game,TV,"69,325",7.22

5028,Major S5,SynergySP,"4,8,22,30,27",25,Manga,TV,"62,578",8.42

5162,Minami-ke Okaeri,asread.,"4,36,23",13,Manga,TV,"62,135",7.57

5074,Tetsuwan Birdy Decode:02,A-1 Pictures,"1,4,24",12,Manga,TV,"47,332",7.73

4618,RideBack,Madhouse,"1,8,24,18,23",12,Manga,TV,"44,191",7.28

5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,Kyoto Animation,"1,10,22,31",9,Original,TV,"36,286",7.11

5233,Slayers Evolution-R,J.C.Staff,"2,4,10",13,Light novel,TV,"29,623",7.40

5307,Sora wo Kakeru Shoujo,Sunrise,"2,4,24,29",26,Original,TV,"23,641",6.99

3750,Maria-sama ga Miteru 4th,Studio Deen,"26,36,23,25",13,Light novel,TV,"19,524",7.78

5684,Fresh Precure!,Toei Animation,"1,4,10,36,25",50,Original,TV,"13,830",7.32

5155,Genji Monogatari Sennenki,Tezuka Productions,"8,22,13",11,Novel,TV,"13,114",6.90

5505,Viper&#039;s Creed,AIC Spirits,"1,24,38",12,Original,TV,"9,482",6.72

5883,Examurai Sengoku,TMS Entertainment,"1,24,17,21",24,Other,TV,"3,981",6.29

5810,Sakuran Boy DT,-,"4,31",11,Original,TV,507,N/A

5841,Yume wo Kanaeru Zou,Studio Deen,4,12,Manga,TV,384,N/A

33123,Koto Nakare Hero Gingerman,Kenji Studio,4,12,Original,TV,191,N/A

5114,Fullmetal Alchemist: Brotherhood,Bones,"1,2,4,8,10,38,27",64,Manga,TV,"2,676,911",9.16

5680,K-On!,Kyoto Animation,"4,36,19,23",13,4-koma manga,TV,"895,077",7.84

5630,Higashi no Eden,Production I.G,"1,8,7,22,24,41",11,Original,TV,"506,163",7.79

4382,Suzumiya Haruhi no Yuuutsu (2009),Kyoto Animation,"4,7,22,24,36,20,23",14,Light novel,TV,"465,119",7.22

5530,Pandora Hearts,Xebec,"2,10,7,37,27",25,Manga,TV,"389,534",7.69

6033,Dragon Ball Kai,Toei Animation,"1,2,4,10,17,31,27",97,Manga,TV,"315,357",7.71

5682,Phantom: Requiem for the Phantom,Bee Train,"1,8,41,42",26,Visual novel,TV,"296,933",7.98

5525,07-Ghost,Studio Deen,"1,10,6,38,43",25,Manga,TV,"195,887",7.21

5355,Sengoku Basara,Production I.G,"1,13,17,21,31",12,Game,TV,"147,232",7.36

5507,Senjou no Valkyria,A-1 Pictures,"1,22,38",26,Game,TV,"122,357",7.60

5941,Cross Game,SynergySP,"4,8,22,30,23,27",50,Manga,TV,"109,807",8.40

4192,Hayate no Gotoku!!,J.C.Staff,"1,4,22,35,20,27",25,Manga,TV,"105,838",7.70

5342,Asura Cryin&#039;,Seven Arcs,"1,37,18",13,Light novel,TV,"94,521",6.92

5150,Hatsukoi Limited.,J.C.Staff,"4,22,23,27",12,Manga,TV,"90,220",7.30

4719,Queen&#039;s Blade: Rurou no Senshi,Arms,"1,2,10,9",12,Other,TV,"84,695",6.15

5671,Saki,Gonzo,"36,11,23",25,Manga,TV,"84,576",7.47

3594,Tears to Tiara,White Fox,"1,2,10",26,Visual novel,TV,"73,108",7.18

5734,Tayutama: Kiss on My Deity,SILVER LINK.,"22,37,35",12,Visual novel,TV,"64,724",6.75

5835,Hanasakeru Seishounen,Studio Pierrot,"8,22,25",39,Manga,TV,"61,994",7.72

5337,Bakugan Battle Brawlers: New Vestroia,TMS Entertainment,"2,10,11,27",52,Original,TV,"55,181",6.46

5220,Shangri-La,Gonzo,"1,8,24",24,Novel,TV,"54,384",7.06

5597,Natsu no Arashi!,Shaft,"4,22,37",13,Manga,TV,"47,947",7.27

5675,Basquash!,Satelight,"30,18,27",26,Original,TV,"42,511",7.23

5984,Ristorante Paradiso,David Production,"8,47,22,36,43",11,Manga,TV,"40,522",7.35

5041,Guin Saga,Satelight,"2,10",26,Light novel,TV,"40,131",7.19

5504,Shinkyoku Soukai Polyphonica Crimson S,Diomedéa,"8,10,22,19,23",12,Light novel,TV,"23,082",7.16

5226,Souten Kouro,Madhouse,"1,2,13",26,Manga,TV,"16,787",7.27

4657,Arad Senki: Slap Up Party,Gonzo,"1,2,4,10",26,Game,TV,"15,340",6.73

5485,Shin Mazinger Shougeki! Z-hen,Bee Media,"1,8,18,31,27",26,Manga,TV,"13,630",7.68

6008,Jewelpet,Studio Comet,"10,25",52,Original,TV,"9,972",6.69

6117,Gokujou!! Mecha Mote Iinchou,SynergySP,"4,22,23,25",51,Manga,TV,"7,200",6.34

5983,Higepiyo,Kinema Citrus,4,39,Original,TV,"5,614",7.10

6130,Marie &amp; Gali,Toei Animation,4,40,Original,TV,"3,824",6.36

6116,Mainichi Kaasan,-,"4,36",142,Manga,TV,"2,777",7.29

6525,Peeping Life,-,"4,36",10,Original,TV,"2,744",5.24

6131,Charady no Joke na Mainichi,-,4,365,Original,TV,"2,334",5.27

6658,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,Kachidoki Studio,4,13,Original,TV,683,5.02

48318,Iljimae,-,"1,8,22,13",26,Other,TV,66,N/A

5081,Bakemonogatari,Shaft,"7,22,37,32",15,Light novel,TV,"1,212,740",8.35

5341,Ookami to Koushinryou II,Brain&#039;s Base,"2,10,22,13",12,Light novel,TV,"430,208",8.34

6211,Tokyo Magnitude 8.0,Bones,8,11,Original,TV,"263,622",8.03

5356,Canaan,P.A. Works,"1,24,37,31,42",13,Visual novel,TV,"201,179",7.25

4896,Umineko no Naku Koro ni,Studio Deen,"14,7,37,40",26,Visual novel,TV,"197,878",7.09

6201,Princess Lover!,GoHands,"4,9,35,23",12,Visual novel,TV,"195,287",6.73

6030,Needless,Madhouse,"1,4,24,9,31,42",24,Manga,TV,"132,232",7.25

6377,Zan Sayonara Zetsubou Sensei,Shaft,"4,20,23,27",13,Manga,TV,"96,154",7.89

6164,Aoi Hana,J.C.Staff,"26,22,36",11,Manga,TV,"86,925",7.13

6098,Sora no Manimani,Studio Comet,"4,22,36,23,42",12,Manga,TV,"39,989",7.08

5914,Kanamemo,feel.,"4,26,36,9",13,4-koma manga,TV,"35,462",6.87

5973,Fight Ippatsu! Juuden-chan!!,Studio Hibari,"4,24,9,27",12,Manga,TV,"30,959",6.65

6129,Umi Monogatari: Anata ga Ite Kureta Koto,Zexcs,"8,10,22,37",12,Game,TV,"25,430",6.62

5454,Yoku Wakaru Gendai Mahou,Nomad,4,12,Light novel,TV,"23,528",6.45

6425,Weiß Survive,Studio Hibari,"4,9,11",16,Card game,TV,"19,674",6.07

5141,Taishou Yakyuu Musume.,J.C.Staff,"4,30,13,23,42",12,Light novel,TV,"18,628",7.36

5670,GA: Geijutsuka Art Design Class,AIC PLUS+,"4,36,23,42",12,4-koma manga,TV,"18,309",7.14

5945,Element Hunters,Heewon Entertainment,"24,27",39,Original,TV,"12,507",6.62

6604,Kuruneko,DAX Production,"4,36",50,Manga,TV,"4,308",7.28

6947,Uchurei!,Robot Communications,"4,24,36",12,-,TV,"1,190",5.64

6822,Ukkari Pénélope (2009),Nippon Animation,"4,36",26,-,TV,509,6.10

29003,Lena Lena,-,36,13,Picture book,TV,228,N/A

31547,Ryouma 30 Seconds,-,13,5,-,TV,205,N/A

6702,Fairy Tail,A-1 Pictures,"1,2,4,10,27",175,Manga,TV,"1,504,370",7.60

6045,Kimi ni Todoke,Production I.G,"8,22,36,23,25",25,Manga,TV,"753,339",8.00

6213,Toaru Kagaku no Railgun,J.C.Staff,"1,24,31",24,Manga,TV,"521,365",7.69

5958,Sora no Otoshimono,AIC ASTA,"4,22,24,37,9,35,27",13,Manga,TV,"425,412",7.31

6573,Darker than Black: Ryuusei no Gemini,Bones,"1,7,24,31",12,Original,TV,"376,126",7.45

6205,Kämpfer,Nomad,"1,4,26,22,9,23,31",12,Light novel,TV,"254,161",6.41

6811,InuYasha: Kanketsu-hen,Sunrise,"1,2,4,10,22,37,6,13,27",26,Manga,TV,"239,691",8.21

6512,Nyan Koi!,AIC,"4,22,35",12,Manga,TV,"239,111",7.16

6682,11eyes,Doga Kobo,"1,37,9,31",12,Visual novel,TV,"218,653",6.11

7193,Aoi Bungaku Series,Madhouse,"8,41,13,40,42",12,Novel,TV,"190,780",7.72

5909,Seitokai no Ichizon,Studio Deen,"4,35,20,23",12,Light novel,TV,"177,002",7.34

5940,Seiken no Blacksmith,Manglobe,"1,2,10",12,Light novel,TV,"161,660",6.70

5678,Kobato.,Madhouse,"4,8,10,22",24,Manga,TV,"149,627",7.96

6444,Tegamibachi,Studio Pierrot,"2,10,37,27",25,Manga,TV,"110,040",7.64

6774,Kuuchuu Buranko,Toei Animation,"4,8,40,42",11,Novel,TV,"80,894",7.95

6023,Nogizaka Haruka no Himitsu: Purezza,Diomedéa,"4,22,9",12,Light novel,TV,"66,500",7.19

7082,Shugo Chara! Party!,Satelight,"4,23,25",25,Manga,TV,"66,330",6.63

6203,Sasameki Koto,AIC,"4,26,22,23",13,Manga,TV,"64,849",7.07

6676,Asura Cryin&#039; 2,Seven Arcs,"1,37,18",13,Light novel,TV,"58,429",7.28

6758,Tatakau Shisho: The Book of Bantorra,David Production,"1,10,31,42",27,Light novel,TV,"57,786",7.22

6633,Queen&#039;s Blade: Gyokuza wo Tsugu Mono,Arms,"1,2,10,9",12,Other,TV,"48,515",6.55

6165,White Album 2nd Season,Seven Arcs,"8,22,35,19",13,Visual novel,TV,"44,489",6.81

6112,Shin Koihime†Musou,Doga Kobo,"4,10,9,13",12,Visual novel,TV,"29,310",6.82

4189,Fuyu no Sonata,KeyEast,"8,22",26,Other,TV,"21,780",7.37

6712,Natsu no Arashi! Akinaichuu,Shaft,"4,22,37",13,Manga,TV,"18,598",7.30

7103,Miracle☆Train: Oedo-sen e Youkoso,Yumeta Company,"10,25",13,Original,TV,"18,274",6.49

3349,Kiddy GiRL-AND,Satelight,"1,4,24,31",24,Original,TV,"16,699",6.86

6582,Tentai Senshi Sunred 2nd Season,AIC ASTA,"4,20,31,42",26,Manga,TV,"7,244",7.87

7152,Anyamal Tantei Kiruminzoo,Satelight,"4,25",50,Original,TV,"7,115",7.08

6901,Battle Spirits: Shounen Gekiha Dan,Sunrise,"2,11,38",50,Card game,TV,"2,875",6.97

7175,Himitsukessha Taka no Tsume Countdown,DLE,"4,20,31",11,-,TV,513,N/A

7189,Kotatsu Neko (TV),-,4,26,Other,TV,466,N/A

7177,Gokyoudai Monogatari,-,4,32,Manga,TV,424,N/A

17106,Wala! Pyeon-uijeom The Animation,-,36,24,Web manga,TV,280,N/A

13505,Cofun Gal no Coffy Campus Life,-,4,11,-,TV,266,N/A

6746,Durarara!!,Brain&#039;s Base,"1,7,37",24,Light novel,TV,"1,233,613",8.14

6347,Baka to Test to Shoukanjuu,SILVER LINK.,"4,22,23,31",13,Light novel,TV,"571,363",7.56

6594,Katanagatari,White Fox,"1,2,22,13,17",12,Light novel,TV,"492,643",8.34

6500,Seikon no Qwaser,Hoods Entertainment,"1,37,9,31,42",24,Manga,TV,"288,734",6.39

6324,Omamori Himari,Zexcs,"1,4,10,22,37,9,6,35",12,Manga,TV,"217,292",6.88

6747,Dance in the Vampire Bund,Shaft,"1,8,22,37,32,42",12,Manga,TV,"203,538",7.02

7148,Ladies versus Butlers!,Xebec,"4,22,9,35,23",12,Light novel,TV,"189,731",6.59

6802,So Ra No Wo To,A-1 Pictures,"24,36,38,19",12,Original,TV,"145,297",7.54

5690,Nodame Cantabile: Finale,J.C.Staff,"4,22,19,43",11,Manga,TV,"118,072",8.25

6574,Hanamaru Youchien,Gainax,"4,36,42",12,Manga,TV,"74,092",7.29

7079,Ookamikakushi,AIC,"1,14,7,37",12,Visual novel,TV,"68,849",6.32

6645,Chu-Bra!!,Zexcs,"4,9,23,42",12,Manga,TV,"44,475",6.21

7645,Heartcatch Precure!,Toei Animation,"1,4,10,36,23,25",49,Original,TV,"26,361",7.79

7062,Hidamari Sketch x ☆☆☆,Shaft,"4,36,23,42",12,4-koma manga,TV,"24,626",7.91

7463,Weiß Survive R,Studio Hibari,"4,9,11",12,Card game,TV,"10,484",6.06

5032,Cobra The Animation,Magic Bus,"1,2,24,29",13,Manga,TV,"7,786",7.10

7561,Kaitou Reinya,Stingray,4,12,4-koma manga,TV,"3,225",5.69

7904,Kemono no Souja Erin Recaps,Production I.G,"2,8,10,36,13",10,Novel,TV,"2,322",6.82

7761,Masuda Kousuke Gekijou Gag Manga Biyori +,Studio Deen,4,12,Manga,TV,"2,165",6.99

8025,Chi-Sui Maru,-,4,41,Original,TV,453,N/A

33085,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,Kachidoki Studio,4,13,Original,TV,309,N/A

7211,Rose O&#039;Neill Kewpie,TMS Entertainment,4,26,Other,TV,308,N/A

6547,Angel Beats!,P.A. Works,"1,4,8,37,23",13,Original,TV,"1,803,263",8.10

7054,Kaichou wa Maid-sama!,J.C.Staff,"4,22,23,25",26,Manga,TV,"1,048,439",8.03

7791,K-On!!,Kyoto Animation,"4,36,19,23",26,4-koma manga,TV,"585,106",8.16

7593,Kiss x Sis (TV),feel.,"4,22,9,35,23,42",12,Manga,TV,"501,192",6.67

7088,Ichiban Ushiro no Daimaou,Artland,"1,4,10,9,35,23",12,Light novel,TV,"448,763",6.81

6956,Working!!,A-1 Pictures,"4,22,36,42",13,4-koma manga,TV,"387,959",7.67

7785,Yojouhan Shinwa Taikei,Madhouse,"4,7,22,40",11,Novel,TV,"364,428",8.59

7817,B-gata H-kei,Hal Film Maker,"4,22,9,23,42",12,4-koma manga,TV,"348,799",6.90

6114,Rainbow: Nisha Rokubou no Shichinin,Madhouse,"8,41,13,42",26,Manga,TV,"340,512",8.50

7647,Arakawa Under the Bridge,Shaft,"4,22,42",13,Manga,TV,"315,417",7.58

6895,Hakuouki,Studio Deen,"1,8,37,13,21,43",12,Visual novel,TV,"152,518",7.39

7590,Mayoi Neko Overrun!,AIC,"4,22,35",13,Light novel,TV,"126,723",6.69

7058,Uragiri wa Boku no Namae wo Shitteiru,J.C.Staff,"2,28,8,10,25",24,Manga,TV,"89,519",7.23

7588,Saraiya Goyou,Manglobe,"8,7,13,21,42",12,Manga,TV,"79,479",7.81

7661,Giant Killing,Studio Deen,"8,30,42",26,Manga,TV,"62,432",7.56

7655,Major S6,SynergySP,"4,8,30,27",25,Manga,TV,"55,189",8.35

7580,Ikkitousen: Xtreme Xecutor,Arms,"1,9,17,23,31",12,Manga,TV,"44,456",6.76

6973,Senkou no Night Raid,A-1 Pictures,"1,13,38,31",13,Original,TV,"41,704",6.86

7720,Ookiku Furikabutte: Natsu no Taikai-hen,A-1 Pictures,"4,30,42",13,Manga,TV,"39,712",8.01

7334,Bakugan Battle Brawlers: Gundalian Invaders,TMS Entertainment,"1,2,10,11,27",39,Original,TV,"38,680",6.24

4334,Heroman,Bones,"1,24,27",26,Original,TV,"36,168",6.82

8057,Shin Koihime†Musou: Otome Tairan,Doga Kobo,"2,4,10,9,13",12,Visual novel,TV,"18,971",7.00

8217,Jewelpet Twinkle☆,Studio Comet,"10,23,25",52,Original,TV,"9,731",7.38

8206,Hime Chen! Otogi Chikku Idol Lilpri,TMS Entertainment,25,51,Game,TV,"9,279",6.98

8287,SD Gundam Sangokuden Brave Battle Warriors,Sunrise,"1,13,18",51,Original,TV,"4,158",6.33

8538,Gokujou!! Mecha Mote Iinchou Second Collection,SynergySP,"4,22,23,25",51,Manga,TV,"2,513",6.30

6902,Saikyou Bushouden: Sangoku Engi,Beijing Huihuang Animation Company,13,52,Novel,TV,"2,227",6.78

7793,Ring ni Kakero 1: Kage Dou-hen,Toei Animation,"1,30,27",6,Manga,TV,"1,487",6.43

8409,Marie &amp; Gali ver. 2.0,Toei Animation,4,30,Original,TV,932,5.94

31246,Choegang Habche: Mix Master,-,"2,10",39,Original,TV,647,6.19

8353,Ketsuinu,Toei Animation,4,13,Web manga,TV,434,N/A

13179,Little Charo 2,-,36,50,Original,TV,336,N/A

24041,Jarujio Animal,-,"2,4,20",10,-,TV,198,N/A

8074,Highschool of the Dead,Madhouse,"1,14,37,9,27",12,Manga,TV,"1,273,820",7.10

7724,Shiki,Daume,"14,7,37,41,40,32",22,Manga,TV,"515,547",7.76

6707,Kuroshitsuji II,A-1 Pictures,"1,4,37,6,13,27",12,Manga,TV,"492,880",7.18

8675,Seitokai Yakuindomo,GoHands,"4,36,23,27",13,4-koma manga,TV,"432,756",7.58

8676,Amagami SS,AIC,"4,22,36,23",25,Visual novel,TV,"326,844",7.32

8086,Densetsu no Yuusha no Densetsu,Zexcs,"1,2,10,27",24,Light novel,TV,"265,403",7.56

7769,Ookami-san to Shichinin no Nakama-tachi,J.C.Staff,"4,22,20",12,Light novel,TV,"251,790",7.20

7592,Nurarihyon no Mago,Studio Deen,"1,37,6,27",24,Manga,TV,"240,846",7.63

5277,Sekirei: Pure Engagement,Seven Arcs,"1,4,9,35,31",13,Manga,TV,"214,620",7.31

6166,Asobi ni Iku yo!,AIC PLUS+,"4,22,24,9,35",12,Light novel,TV,"176,389",6.62

7627,Mitsudomoe,Bridge,"4,36,23",13,Manga,TV,"96,411",7.56

6974,Seikimatsu Occult Gakuin,A-1 Pictures,"4,7,24,37,23",13,Original,TV,"94,503",7.06

6381,Strike Witches 2,AIC Spirits,"1,24,9,38",12,Original,TV,"77,118",7.31

6634,Sengoku Basara Ni,Production I.G,"1,13,17,21,31",12,Game,TV,"63,938",7.54

8624,Digimon Xros Wars,Toei Animation,"1,2,4,10,27",30,Original,TV,"42,724",6.69

6979,Shukufuku no Campanella,AIC,"2,10,35",12,Visual novel,TV,"29,350",6.29

8961,Tono to Issho: Ippunkan Gekijou,Gathering,"4,21,42",12,4-koma manga,TV,"3,129",6.22

9013,Kuruneko 2nd Season,DAX Production,"4,36",50,Manga,TV,"1,284",6.99

8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,DLE,"1,4",10,Game,TV,"1,197",6.02

36993,Chao Zhi Neng Zu Qiu,-,"4,30",52,Original,TV,"1,024",6.27

9345,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,-,"4,14,37,23",33,-,TV,825,N/A

8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,AIC Build,"4,36",12,Light novel,TV,"614,741",7.03

8525,Kami nomi zo Shiru Sekai,Manglobe,"4,22,37,35,27",12,Manga,TV,"557,326",7.69

7674,Bakuman.,J.C.Staff,"4,8,22,27",25,Manga,TV,"543,578",8.21

8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",feel.,"8,22,9,35",12,Visual novel,TV,"417,831",6.15

8937,Toaru Majutsu no Index II,J.C.Staff,"1,24,31",24,Light novel,TV,"404,911",7.57

8795,Panty &amp; Stocking with Garterbelt,Gainax,"1,4,37,9,20",13,Original,TV,"325,025",7.72

9181,Motto To LOVE-Ru,Xebec,"4,24,9,35,23,27",12,Manga,TV,"289,050",7.30

8407,Sora no Otoshimono: Forte,AIC ASTA,"4,22,24,37,9,35,27",12,Manga,TV,"263,496",7.50

8424,MM!,Xebec,"4,9,35,23",12,Light novel,TV,"216,839",7.08

8129,Kuragehime,Brain&#039;s Base,"4,36,43",11,Manga,TV,"202,105",8.12

8557,Shinryaku! Ika Musume,Diomedéa,"4,36,27",12,Manga,TV,"173,728",7.44

8277,Hyakka Ryouran: Samurai Girls,Arms,"1,4,9,35,21,23",12,Light novel,TV,"162,463",6.79

9074,Arakawa Under the Bridge x Bridge,Shaft,"4,22,42",13,Manga,TV,"147,704",7.73

